latitude,longitude,host_response_rate,host_identity_verified,price
37.74263645,-122.4257576,100%,t,$108.00 
37.75243957,-122.4313724,100%,t,$987.00 
37.74620576,-122.4298202,100%,t,$85.00 
37.75367784,-122.4343366,80%,t,$110.00 
37.74720328,-122.4341374,N/A,t,$119.00 
37.74272665,-122.4272254,100%,t,$175.00 
37.75301571,-122.4366902,100%,t,$105.00 
37.75338173,-122.4312845,100%,f,$200.00 
37.74911975,-122.4348149,100%,t,$115.00 
37.75033112,-122.4261204,N/A,f,$200.00 
37.75644496,-122.4272102,100%,t,$59.00 
37.75392355,-122.4259963,100%,t,$600.00 
37.74764153,-122.4416893,100%,t,$112.00 
37.74521994,-122.4320811,100%,t,$120.00 
37.75516715,-122.4321425,N/A,f,"$2,000.00 "
37.75601576,-122.4395953,99%,t,$130.00 
37.74571003,-122.4302163,100%,t,$105.00 
37.75077637,-122.4427036,100%,t,$138.00 
37.74355251,-122.4284152,92%,t,$80.00 
37.74423155,-122.4366344,96%,f,$120.00 
37.7523085,-122.4364585,100%,t,$110.00 
37.74971571,-122.4427573,N/A,t,$199.00 
37.75104007,-122.4264092,90%,t,$200.00 
37.75633828,-122.4300311,100%,f,$300.00 
37.74256056,-122.4340572,100%,t,$625.00 
37.75210066,-122.4281839,100%,f,$169.00 
37.75545038,-122.4268132,100%,t,$200.00 
37.7518532,-122.4270107,N/A,f,$700.00 
37.75202097,-122.4256869,100%,t,$190.00 
37.74909874,-122.4380022,100%,f,$130.00 
37.75029558,-122.4420444,100%,t,$250.00 
37.7481025,-122.4297703,99%,t,$199.00 
37.76473334,-122.4596988,N/A,f,$250.00 
37.7568804,-122.467846,100%,t,$425.00 
37.75279712,-122.4703921,N/A,f,$150.00 
37.76147394,-122.4655438,N/A,t,$100.00 
37.76420634,-122.464335,100%,f,$139.00 
37.76352807,-122.4701961,90%,t,$229.00 
37.75829648,-122.4667891,75%,t,$139.00 
37.7583064,-122.4642658,100%,t,$63.00 
37.7629175,-122.4738831,60%,f,$130.00 
37.75648287,-122.4652865,100%,t,$450.00 
37.76054113,-122.4677845,50%,t,$175.00 
37.75549198,-122.4551413,N/A,t,$65.00 
37.76477974,-122.4679287,N/A,f,$165.00 
37.76216091,-122.4525895,N/A,f,$275.00 
37.76316704,-122.4717556,100%,t,$165.00 
37.76488128,-122.4686608,60%,t,$75.00 
37.76225855,-122.4671903,N/A,t,$149.00 
37.76426834,-122.4588114,N/A,f,$100.00 
37.76000145,-122.4735213,100%,t,$700.00 
37.75734948,-122.4669573,100%,t,$325.00 
37.76570781,-122.4658878,90%,f,$99.00 
37.76053325,-122.4630663,91%,t,$375.00 
37.76010056,-122.4732441,0%,f,$115.00 
37.76045038,-122.4644044,100%,f,$250.00 
37.76190485,-122.4677035,100%,t,$400.00 
37.75962851,-122.4673065,N/A,t,$90.00 
37.76508038,-122.4631925,100%,t,$414.00 
37.76054964,-122.4717882,100%,t,$105.00 
37.75338926,-122.4592619,N/A,f,$125.00 
37.76360503,-122.4627778,N/A,t,$200.00 
37.76255873,-122.4700346,100%,f,$300.00 
37.76303054,-122.4669322,N/A,t,$199.00 
37.75856311,-122.4689798,N/A,t,$85.00 
37.75941563,-122.4677048,100%,f,$104.00 
37.7585504,-122.4753071,N/A,t,$98.00 
37.76426537,-122.4592299,100%,t,$189.00 
37.76197326,-122.452805,100%,f,$200.00 
37.76400795,-122.4591823,97%,t,$80.00 
37.76209335,-122.4690315,100%,t,$211.00 
37.76297979,-122.4618549,100%,t,$99.00 
37.76303066,-122.4750768,N/A,f,$175.00 
37.76104253,-122.4750387,100%,t,$189.00 
37.75260019,-122.468322,N/A,t,$350.00 
37.76035475,-122.4633113,N/A,t,$485.00 
37.7633399,-122.4694756,100%,t,$550.00 
37.75687481,-122.476074,100%,t,$135.00 
37.7649926,-122.4625057,100%,f,$400.00 
37.75068736,-122.4686287,N/A,f,"$2,500.00 "
37.76374963,-122.461833,100%,t,$275.00 
37.75121615,-122.4707068,100%,f,$140.00 
37.76497364,-122.4645192,N/A,t,$200.00 
37.76555638,-122.4563119,N/A,t,$130.00 
37.76197791,-122.468935,100%,t,$140.00 
37.7589033,-122.4659779,100%,t,$171.00 
37.76387083,-122.4608791,100%,f,$189.00 
37.76460079,-122.4672359,100%,t,$185.00 
37.76361745,-122.4649199,N/A,t,$325.00 
37.76585893,-122.454081,90%,f,$130.00 
37.75515835,-122.4611692,100%,t,$100.00 
37.75328566,-122.4685973,N/A,t,$340.00 
37.76105156,-122.4631309,100%,t,$75.00 
37.7538901,-122.4580171,100%,t,$88.00 
37.76122899,-122.4756829,70%,t,$85.00 
37.75848941,-122.4702271,100%,t,$125.00 
37.76295267,-122.4544742,100%,t,$145.00 
37.7534795,-122.4683482,100%,t,$99.00 
37.76456226,-122.4573071,N/A,t,$110.00 
37.76155864,-122.4683516,76%,f,$500.00 
37.76363142,-122.4642129,100%,t,$105.00 
37.76325964,-122.4527103,N/A,t,$85.00 
37.76215397,-122.469987,100%,f,$150.00 
37.76340115,-122.4551367,N/A,t,$300.00 
37.76149642,-122.4701064,91%,f,$50.00 
37.75968857,-122.4678776,N/A,f,$400.00 
37.76285132,-122.4542318,N/A,t,$75.00 
37.7523809,-122.4586718,100%,t,$77.00 
37.76107641,-122.4668436,N/A,t,$210.00 
37.7531575,-122.470529,100%,t,$150.00 
37.7646449,-122.4678023,100%,t,$177.00 
37.76216729,-122.4521383,N/A,f,$385.00 
37.76050686,-122.4714123,N/A,t,"$1,500.00 "
37.75677967,-122.4673961,100%,t,$150.00 
37.76174703,-122.4743701,91%,f,$46.00 
37.76304492,-122.4644972,90%,t,$85.00 
37.75926643,-122.4631119,100%,t,$155.00 
37.76478533,-122.4622074,N/A,t,$105.00 
37.74935637,-122.4692694,N/A,t,$227.00 
37.74984587,-122.4673726,N/A,f,$400.00 
37.76528554,-122.4567409,N/A,t,$275.00 
37.76392537,-122.4541003,N/A,f,$250.00 
37.76516451,-122.4737776,91%,t,$140.00 
37.76136062,-122.4634999,100%,t,$129.00 
37.7574991,-122.4736663,N/A,f,$200.00 
37.76237688,-122.4757153,100%,t,$70.00 
37.75854624,-122.4644436,100%,f,$99.00 
37.75748143,-122.4722197,100%,t,$129.00 
37.7619404,-122.4639171,100%,t,$105.00 
37.7636648,-122.4606944,100%,t,$195.00 
37.75561601,-122.4680532,100%,t,$95.00 
37.76129111,-122.4653538,N/A,f,$375.00 
37.76403289,-122.4680273,100%,t,$145.00 
37.76213463,-122.4605215,N/A,t,$88.00 
37.76541131,-122.4721055,100%,t,$144.00 
37.75073746,-122.4674776,N/A,f,"$2,000.00 "
37.75437768,-122.4707142,N/A,f,$125.00 
37.76480415,-122.4693594,90%,f,$60.00 
37.7611907,-122.4649802,N/A,f,$46.00 
37.76239673,-122.4668302,50%,f,$199.00 
37.76444742,-122.4703878,100%,t,$75.00 
37.76132594,-122.4544959,N/A,f,"$3,500.00 "
37.75782808,-122.4600794,N/A,t,$85.00 
37.75253277,-122.4697185,100%,t,$115.00 
37.75909264,-122.4728162,N/A,t,$180.00 
37.76047264,-122.4716288,N/A,f,$159.00 
37.75490504,-122.4705359,100%,f,$140.00 
37.75529017,-122.4653348,100%,f,$135.00 
37.75693547,-122.4665071,N/A,t,$64.00 
37.76328859,-122.4631708,N/A,t,$250.00 
37.75714199,-122.4612154,N/A,t,$200.00 
37.75322797,-122.4741524,N/A,f,$50.00 
37.76162512,-122.4521343,N/A,t,$500.00 
37.76213445,-122.4746023,91%,f,$50.00 
37.76019546,-122.47605,N/A,t,$330.00 
37.76361116,-122.4553953,100%,t,$165.00 
37.76146817,-122.4725992,N/A,t,$180.00 
37.76318728,-122.4527454,N/A,t,"$1,500.00 "
37.75287486,-122.4684752,100%,t,$400.00 
37.7624998,-122.475806,N/A,f,$90.00 
37.76081708,-122.4718987,N/A,t,$375.00 
37.76434173,-122.4630891,90%,f,"$1,450.00 "
37.76003687,-122.4655679,N/A,t,"$1,200.00 "
37.7606545,-122.4617612,100%,t,$126.00 
37.75832674,-122.4655573,N/A,t,$250.00 
37.75623182,-122.4735549,N/A,t,$100.00 
37.76372567,-122.4524839,100%,t,$360.00 
37.76186399,-122.4664613,100%,t,$230.00 
37.76487547,-122.4594353,100%,t,$165.00 
37.75859383,-122.4682013,100%,t,$279.00 
37.7617236,-122.4748753,100%,t,$68.00 
37.76051972,-122.4667074,N/A,f,$40.00 
37.75922048,-122.4698002,100%,t,$96.00 
37.76454375,-122.4628026,100%,t,$72.00 
37.76433943,-122.469053,90%,f,$55.00 
37.76271493,-122.4526335,100%,t,$325.00 
37.75520893,-122.4638112,100%,t,$195.00 
37.76007459,-122.4713241,N/A,f,$220.00 
37.75897742,-122.4767088,100%,t,$75.00 
37.76363644,-122.4582623,97%,t,$45.00 
37.76312356,-122.4601499,100%,t,$129.00 
37.7633163,-122.470106,100%,f,$130.00 
37.75452046,-122.4649253,100%,t,$50.00 
37.7654923,-122.4532128,100%,t,$72.00 
37.75710442,-122.4659381,100%,t,$75.00 
37.75654259,-122.4664252,100%,t,$125.00 
37.76278854,-122.4658388,N/A,f,$225.00 
37.75592257,-122.4702276,N/A,t,$175.00 
37.76323237,-122.4634878,100%,t,$115.00 
37.76286351,-122.4574782,80%,t,$91.00 
37.75934631,-122.4758372,100%,t,$175.00 
37.75939814,-122.4599014,100%,t,$329.00 
37.75622711,-122.4749946,99%,t,$100.00 
37.7523142,-122.4699372,N/A,t,$500.00 
37.76083429,-122.4656398,100%,f,$169.00 
37.76457012,-122.4710212,100%,t,$129.00 
37.76099144,-122.4652097,100%,t,$149.00 
37.76316481,-122.4639437,N/A,f,$225.00 
37.75916212,-122.4690412,N/A,f,$83.00 
37.76601455,-122.4544519,100%,t,$149.00 
37.75948589,-122.4683949,100%,f,$155.00 
37.76464345,-122.4639289,N/A,f,$70.00 
37.80957991,-122.3662712,N/A,t,$58.00 
37.82573168,-122.377791,N/A,t,$67.00 
37.81688357,-122.3717978,100%,f,$200.00 
37.82136047,-122.3647585,N/A,t,$200.00 
37.82183666,-122.3733459,98%,t,$70.00 
37.82217617,-122.3738866,98%,t,$69.00 
37.82424631,-122.365222,75%,f,$260.00 
37.8301932,-122.3734268,70%,f,$65.00 
37.82346918,-122.3766322,91%,t,$50.00 
37.82905415,-122.3715517,100%,f,$201.00 
37.82299652,-122.3749739,80%,t,$85.00 
37.83109279,-122.3736148,100%,t,$50.00 
37.82364567,-122.3759495,100%,t,$49.00 
37.82272606,-122.3744939,100%,t,$70.00 
37.82449625,-122.3767948,91%,t,$55.00 
37.83063987,-122.3757478,25%,f,$55.00 
37.82412664,-122.3768047,91%,t,$55.00 
37.82651045,-122.378093,N/A,f,$100.00 
37.82097925,-122.3735571,98%,t,$58.00 
37.8202803,-122.3748502,98%,t,$58.00 
37.82670708,-122.3776281,N/A,t,$60.00 
37.82319857,-122.3762191,80%,t,$85.00 
37.82452869,-122.375625,N/A,f,$110.00 
37.82311755,-122.3752777,80%,t,$85.00 
37.82210565,-122.3754787,98%,t,$78.00 
37.77670686,-122.4786954,N/A,f,$200.00 
37.77402268,-122.4920101,0%,t,$68.00 
37.7755677,-122.4933144,100%,t,$225.00 
37.77930832,-122.5051832,100%,t,$155.00 
37.77347332,-122.5006727,100%,t,$105.00 
37.78068354,-122.4814619,100%,t,$520.00 
37.7774938,-122.4799944,N/A,f,$80.00 
37.77465106,-122.4979875,N/A,t,$225.00 
37.78444105,-122.4865948,100%,t,$245.00 
37.77514265,-122.5030442,N/A,f,$350.00 
37.77471011,-122.4838339,100%,t,$145.00 
37.77526481,-122.4887531,100%,t,$99.00 
37.77746681,-122.4946747,100%,t,$200.00 
37.7748931,-122.4991018,94%,f,$297.00 
37.77268738,-122.5115,100%,t,$320.00 
37.78255117,-122.479942,100%,f,$150.00 
37.77785468,-122.4989646,100%,t,$129.00 
37.77513032,-122.4917538,0%,t,$90.00 
37.77542586,-122.4927202,N/A,f,$177.00 
37.77897629,-122.5085082,N/A,f,$139.00 
37.77376033,-122.498294,N/A,f,$80.00 
37.77498173,-122.4828671,100%,t,$475.00 
37.77915101,-122.4785733,100%,t,$125.00 
37.77481301,-122.4790597,0%,t,$55.00 
37.77183313,-122.501807,96%,t,$150.00 
37.78112798,-122.5010952,100%,f,$120.00 
37.77294739,-122.4976518,100%,f,$120.00 
37.77806467,-122.490216,86%,f,$315.00 
37.7741317,-122.4809159,N/A,f,$230.00 
37.77656665,-122.4784134,100%,t,$138.00 
37.78547083,-122.4792212,82%,t,$175.00 
37.77301039,-122.4987846,100%,t,$129.00 
37.78079997,-122.492623,N/A,t,$120.00 
37.77833104,-122.4853582,N/A,t,$80.00 
37.77410611,-122.4930081,100%,f,$195.00 
37.77762309,-122.4813695,N/A,t,$130.00 
37.77261874,-122.5064146,100%,f,$70.00 
37.7765427,-122.4941604,100%,t,$175.00 
37.77582405,-122.4837083,100%,t,$62.00 
37.77364641,-122.4983185,N/A,f,$92.00 
37.77580337,-122.4977233,100%,f,$105.00 
37.77395169,-122.4795471,N/A,f,$150.00 
37.78239518,-122.4848905,N/A,f,$250.00 
37.77244588,-122.5045639,100%,f,$69.00 
37.78075258,-122.4936263,100%,t,$229.00 
37.77735155,-122.4930377,100%,t,$190.00 
37.78299864,-122.4827612,N/A,f,$975.00 
37.78257989,-122.4865508,100%,t,$139.00 
37.77712065,-122.4783155,80%,t,$120.00 
37.77771507,-122.5057061,N/A,t,$60.00 
37.77275064,-122.4918649,N/A,f,$200.00 
37.78286656,-122.4834628,100%,t,$105.00 
37.77650182,-122.4802256,N/A,t,$150.00 
37.77305291,-122.4988856,100%,t,$79.00 
37.7790778,-122.4927067,N/A,t,$125.00 
37.78399165,-122.4801032,100%,t,$60.00 
37.77739765,-122.4978895,100%,t,$178.00 
37.77934905,-122.4994404,100%,f,$140.00 
37.77883744,-122.5053471,100%,t,$110.00 
37.77435765,-122.4895129,N/A,t,$100.00 
37.77570638,-122.5077253,100%,t,$150.00 
37.77657507,-122.4788229,80%,t,$100.00 
37.77498261,-122.4895572,N/A,f,$88.00 
37.7797356,-122.4989719,100%,t,$100.00 
37.77581118,-122.5059001,N/A,t,$100.00 
37.77176702,-122.5088706,100%,t,$390.00 
37.78233025,-122.4809421,N/A,t,$120.00 
37.77418348,-122.4826255,75%,t,$100.00 
37.77268724,-122.5058129,100%,f,$150.00 
37.77482828,-122.4919719,N/A,t,$40.00 
37.77692673,-122.5024378,100%,t,$92.00 
37.77946956,-122.4806607,50%,t,$65.00 
37.77315465,-122.5109405,100%,t,$190.00 
37.78095648,-122.4891935,N/A,f,"$4,000.00 "
37.77482554,-122.5095181,99%,t,$75.00 
37.78136248,-122.4888073,100%,t,$160.00 
37.77722065,-122.5016501,100%,t,$195.00 
37.7809525,-122.4843891,N/A,t,$150.00 
37.78611762,-122.4864662,100%,t,$150.00 
37.78401061,-122.4813525,N/A,t,$47.00 
37.7808314,-122.4941808,N/A,t,$250.00 
37.77312639,-122.5093603,73%,f,$75.00 
37.77362976,-122.4901704,N/A,t,$350.00 
37.77960863,-122.4909264,100%,f,$175.00 
37.77939458,-122.4965796,100%,f,$140.00 
37.78264839,-122.4897119,100%,t,$85.00 
37.77389428,-122.4888194,N/A,t,$170.00 
37.7778541,-122.4801103,98%,t,$250.00 
37.77701381,-122.4890079,100%,t,$299.00 
37.77622306,-122.5090638,100%,t,$150.00 
37.78611024,-122.4823427,100%,t,$350.00 
37.77954091,-122.4901161,100%,f,$195.00 
37.77638407,-122.4782271,100%,t,$79.00 
37.77893565,-122.5061081,100%,t,$169.00 
37.77632195,-122.4806718,100%,f,$59.00 
37.78093392,-122.4942512,100%,t,$195.00 
37.78483804,-122.479729,82%,t,$100.00 
37.77760606,-122.5037843,100%,t,$149.00 
37.77745,-122.4798876,98%,t,$99.00 
37.77794411,-122.4799253,98%,t,$198.00 
37.77871662,-122.4851657,100%,f,$67.00 
37.77988215,-122.5012791,100%,t,$109.00 
37.78000219,-122.4825284,100%,t,$150.00 
37.78043041,-122.4806219,100%,t,$399.00 
37.77607981,-122.4817979,98%,t,$99.00 
37.77657825,-122.5037621,100%,t,$100.00 
37.77849483,-122.4988058,86%,t,$115.00 
37.7868546,-122.4820589,N/A,t,$199.00 
37.77229982,-122.4951647,100%,t,$179.00 
37.78470578,-122.4812497,100%,t,$275.00 
37.78196776,-122.4900392,0%,t,$80.00 
37.77722533,-122.4873322,N/A,t,$200.00 
37.7749349,-122.4782985,N/A,t,$98.00 
37.77206808,-122.5001213,100%,t,$185.00 
37.78458732,-122.4827638,100%,t,$233.00 
37.77189976,-122.503716,100%,t,$95.00 
37.78532411,-122.4825023,100%,t,$800.00 
37.77442688,-122.4803959,100%,t,$229.00 
37.78002045,-122.5038459,100%,t,$79.00 
37.77392204,-122.5092505,100%,t,$150.00 
37.7839268,-122.4791889,N/A,f,$150.00 
37.77844741,-122.5003136,100%,t,$101.00 
37.77433383,-122.4888874,N/A,t,$109.00 
37.77788922,-122.5077886,100%,t,$359.00 
37.77850085,-122.4881294,N/A,t,$120.00 
37.77240746,-122.5016871,96%,t,$100.00 
37.77763843,-122.4787491,100%,f,$174.00 
37.77832449,-122.4886854,100%,f,$99.00 
37.77385547,-122.4856749,N/A,t,$100.00 
37.77695189,-122.4787119,100%,t,$308.00 
37.7749467,-122.5092119,100%,t,$375.00 
37.7829338,-122.4785506,N/A,t,$200.00 
37.77553919,-122.5053431,100%,f,$300.00 
37.77443818,-122.487462,100%,t,$164.00 
37.77558981,-122.4958184,N/A,t,$375.00 
37.77336093,-122.5075588,100%,t,$70.00 
37.78615081,-122.4792958,N/A,t,$65.00 
37.77812037,-122.5026206,100%,f,$125.00 
37.77216046,-122.5017595,N/A,f,$120.00 
37.77797172,-122.4964671,100%,t,$165.00 
37.7850663,-122.482115,N/A,f,$159.00 
37.7750538,-122.4915981,100%,f,$145.00 
37.77728088,-122.4941389,N/A,t,$900.00 
37.77374036,-122.5008694,100%,t,$205.00 
37.77519849,-122.5013872,100%,f,$159.00 
37.77746037,-122.5007585,N/A,f,$60.00 
37.77577692,-122.4829622,N/A,t,"$1,100.00 "
37.77615199,-122.5071731,100%,f,$145.00 
37.77357581,-122.4855911,95%,t,$150.00 
37.77958836,-122.4950811,100%,t,$200.00 
37.77390864,-122.479721,100%,t,$154.00 
37.7798476,-122.4847757,100%,t,$120.00 
37.77674941,-122.4942942,100%,t,$99.00 
37.78025141,-122.495836,100%,t,$125.00 
37.77501735,-122.487849,N/A,t,$200.00 
37.77683164,-122.4828644,90%,t,$99.00 
37.77210309,-122.5066512,100%,f,$90.00 
37.78118623,-122.4958342,100%,t,$70.00 
37.78248387,-122.4884235,98%,t,$136.00 
37.78197157,-122.4844951,100%,t,"$1,060.00 "
37.77897722,-122.5067491,100%,t,$129.00 
37.77959493,-122.4861875,100%,t,$139.00 
37.77859726,-122.4867657,100%,t,$120.00 
37.78628416,-122.4822972,100%,t,$700.00 
37.77485946,-122.4979278,94%,f,$97.00 
37.78554128,-122.4787286,N/A,t,$65.00 
37.77592903,-122.4892921,N/A,t,$135.00 
37.78340286,-122.4796041,100%,t,$169.00 
37.78096773,-122.4807264,100%,t,$275.00 
37.77365195,-122.4835881,N/A,f,$98.00 
37.775322,-122.5025771,50%,t,$150.00 
37.77696218,-122.4846555,90%,t,$48.00 
37.77438096,-122.4856351,100%,f,$390.00 
37.77424186,-122.5016747,100%,t,$306.00 
37.7813536,-122.4826563,100%,t,$125.00 
37.77333845,-122.5009041,100%,t,$83.00 
37.77541028,-122.5090647,100%,t,$175.00 
37.77664701,-122.483628,N/A,f,$200.00 
37.77361142,-122.5003692,100%,t,$89.00 
37.77619017,-122.4823081,100%,f,$69.00 
37.77505132,-122.4982876,100%,f,$125.00 
37.77190594,-122.5066991,N/A,f,$700.00 
37.77723549,-122.5009709,100%,f,$150.00 
37.7750229,-122.4827781,95%,t,$90.00 
37.7757247,-122.4859696,100%,t,$371.00 
37.77274539,-122.4908978,83%,t,$300.00 
37.77147877,-122.5105542,90%,f,$65.00 
37.77672002,-122.4827374,95%,t,$85.00 
37.77301327,-122.5010861,96%,t,$100.00 
37.77490205,-122.4840907,100%,t,$119.00 
37.77424567,-122.5024128,N/A,t,$101.00 
37.77373215,-122.4996413,100%,t,$182.00 
37.77324628,-122.5058859,100%,t,$165.00 
37.77346731,-122.4990082,100%,t,$109.00 
37.77718605,-122.5090602,99%,t,$185.00 
37.71299007,-122.4413262,100%,t,$105.00 
37.71166243,-122.4380926,N/A,f,$180.00 
37.7082927,-122.4533753,100%,f,$99.00 
37.70931764,-122.4339503,100%,t,$250.00 
37.71173951,-122.4456098,100%,t,$74.00 
37.71160922,-122.4376089,100%,f,$350.00 
37.70926563,-122.4485511,100%,t,$115.00 
37.71010899,-122.4464402,100%,t,$109.00 
37.70903773,-122.424007,N/A,f,$80.00 
37.71255339,-122.4369314,N/A,f,$99.00 
37.71289473,-122.4373266,100%,t,$147.00 
37.71170189,-122.4345145,100%,t,$95.00 
37.71213157,-122.4395586,N/A,t,$29.00 
37.70874242,-122.4374675,100%,t,$160.00 
37.70884575,-122.430768,100%,t,$59.00 
37.71199599,-122.4443699,98%,t,$70.00 
37.7101258,-122.4464311,100%,t,$109.00 
37.70923547,-122.4496082,73%,t,$85.00 
37.70977896,-122.4307951,100%,t,$49.00 
37.70912642,-122.4361624,100%,t,$75.00 
37.70839705,-122.4275864,100%,t,$315.00 
37.71098633,-122.4356884,100%,t,$88.00 
37.71010525,-122.4463076,100%,t,$109.00 
37.71052308,-122.446453,100%,t,$109.00 
37.70840529,-122.450804,100%,f,$76.00 
37.71082581,-122.4393168,100%,t,$80.00 
37.71112888,-122.4313143,100%,t,$59.00 
37.70987688,-122.430829,100%,t,$49.00 
37.72510987,-122.4071636,100%,t,$117.00 
37.72953212,-122.4246665,100%,t,$290.00 
37.72342468,-122.4188848,100%,t,$90.00 
37.7265837,-122.4251525,N/A,t,$240.00 
37.72445115,-122.4171717,100%,t,$45.00 
37.72631814,-122.4297337,100%,t,$120.00 
37.72474822,-122.4056979,100%,t,$59.00 
37.72599329,-122.4059867,100%,t,$109.00 
37.72929257,-122.4282172,N/A,t,$215.00 
37.71792636,-122.4339329,100%,t,$299.00 
37.72497927,-122.4205413,N/A,t,$100.00 
37.71953972,-122.4268393,100%,t,$120.00 
37.72144759,-122.4292769,N/A,f,$70.00 
37.72457702,-122.4315056,100%,t,$45.00 
37.72845589,-122.4232698,95%,t,$85.00 
37.73152154,-122.4254703,90%,t,$43.00 
37.72906197,-122.41014,100%,t,$110.00 
37.7262852,-122.4201987,100%,t,$110.00 
37.72736523,-122.4047753,70%,t,$98.00 
37.72768246,-122.4283576,94%,t,$80.00 
37.72593987,-122.4332747,100%,t,$195.00 
37.72477987,-122.4319483,100%,t,$39.00 
37.71913743,-122.43676,N/A,t,$315.00 
37.72891577,-122.4037725,100%,f,$65.00 
37.72498432,-122.4226871,100%,t,$46.00 
37.72688268,-122.4256825,100%,t,$96.00 
37.7258319,-122.4304184,100%,t,$100.00 
37.72888713,-122.4281798,N/A,t,$100.00 
37.72385972,-122.4186913,100%,t,$185.00 
37.72252219,-122.4346545,N/A,f,$72.00 
37.7309646,-122.4237795,90%,t,$43.00 
37.72628632,-122.4046305,100%,t,$325.00 
37.72643568,-122.4286074,100%,t,$89.00 
37.73219477,-122.4081529,100%,t,$139.00 
37.72449985,-122.4235816,86%,t,$240.00 
37.72549622,-122.4234436,100%,f,$125.00 
37.71518204,-122.4330986,100%,t,$176.00 
37.72497508,-122.4050126,100%,t,$59.00 
37.71554266,-122.4360699,93%,f,$63.00 
37.72297006,-122.4164187,50%,t,$99.00 
37.7242411,-122.4338976,100%,t,$43.00 
37.73128161,-122.424784,90%,t,$43.00 
37.73026802,-122.4264432,90%,t,$46.00 
37.72433634,-122.4214931,100%,t,$75.00 
37.72246076,-122.4343739,90%,f,$104.00 
37.72218634,-122.4117947,100%,t,$125.00 
37.7255823,-122.4232352,100%,t,$110.00 
37.72344011,-122.4272223,100%,t,$85.00 
37.72953059,-122.4115765,98%,t,$76.00 
37.72486287,-122.4317214,100%,t,$200.00 
37.72546575,-122.4321062,100%,t,$95.00 
37.72417811,-122.4335051,80%,t,$50.00 
37.72641262,-122.4244259,N/A,t,$100.00 
37.73136721,-122.4089583,100%,t,$69.00 
37.73133676,-122.4245656,90%,t,$49.00 
37.71999682,-122.4383218,89%,t,$80.00 
37.73131928,-122.4283872,100%,t,$75.00 
37.72680352,-122.4086829,100%,t,$120.00 
37.72883328,-122.4053866,N/A,f,"$2,000.00 "
37.72418319,-122.4303633,N/A,f,$52.00 
37.7266262,-122.4295725,100%,t,$72.00 
37.72556228,-122.4091797,N/A,t,$125.00 
37.72257376,-122.4329715,100%,t,$148.00 
37.72398047,-122.4307813,100%,t,$350.00 
37.72841144,-122.4116298,100%,t,$115.00 
37.72721589,-122.4195123,98%,f,$183.00 
37.72615247,-122.4312822,100%,t,$135.00 
37.73073903,-122.4249266,N/A,f,$45.00 
37.72117531,-122.4353069,25%,t,$200.00 
37.72801121,-122.424637,N/A,t,$200.00 
37.72836402,-122.4164301,100%,t,$120.00 
37.73100622,-122.4228963,100%,t,$139.00 
37.7317568,-122.4069916,100%,t,$79.00 
37.72626844,-122.4183218,96%,t,$62.00 
37.73051587,-122.4176118,100%,f,$175.00 
37.71831384,-122.4349019,100%,f,$85.00 
37.72126476,-122.4287393,N/A,f,$200.00 
37.71696052,-122.4289335,100%,t,$49.00 
37.72712445,-122.4295645,100%,f,$40.00 
37.72841392,-122.4231376,100%,t,$185.00 
37.72403084,-122.4139816,100%,t,$315.00 
37.73127949,-122.424727,90%,t,$40.00 
37.73048025,-122.4249358,90%,t,$45.00 
37.72950631,-122.4238308,95%,t,$100.00 
37.71799399,-122.4363541,100%,t,$275.00 
37.72734484,-122.4216615,N/A,f,$250.00 
37.73218052,-122.4110385,N/A,f,$79.00 
37.72360929,-122.4056646,N/A,f,$195.00 
37.72871193,-122.4293362,100%,t,$60.00 
37.73137082,-122.4253181,90%,t,$44.00 
37.71680371,-122.4285766,100%,t,$46.00 
37.72616266,-122.4306212,94%,t,$170.00 
37.72988374,-122.4267269,90%,t,$43.00 
37.72031221,-122.4380495,75%,t,$76.00 
37.72443298,-122.4237653,N/A,t,$100.00 
37.72643931,-122.4187502,96%,t,$149.00 
37.72601597,-122.4193595,98%,f,$60.00 
37.71897487,-122.4265611,89%,t,$45.00 
37.72571071,-122.4181395,98%,f,$69.00 
37.71903644,-122.4353732,100%,t,$200.00 
37.71825749,-122.4377076,43%,f,$103.00 
37.72924027,-122.4265298,94%,t,$120.00 
37.72476622,-122.4317771,N/A,f,$275.00 
37.73083759,-122.4104776,100%,t,$125.00 
37.71615733,-122.4377628,N/A,f,$100.00 
37.72933089,-122.4215973,95%,t,$90.00 
37.71916959,-122.4331925,100%,t,$95.00 
37.73019147,-122.4231651,90%,t,$43.00 
37.72692173,-122.4232286,N/A,f,$249.00 
37.72218644,-122.430775,86%,f,$60.00 
37.73082301,-122.4212646,100%,t,$59.00 
37.72290811,-122.4279389,100%,t,$175.00 
37.72964987,-122.4253886,90%,t,$43.00 
37.72662054,-122.4193382,100%,t,$345.00 
37.73106206,-122.4187319,100%,f,$100.00 
37.72657163,-122.4278882,100%,t,$59.00 
37.72451875,-122.4324157,100%,t,$100.00 
37.72806307,-122.4277333,100%,t,$65.00 
37.71772446,-122.4275209,60%,f,$58.00 
37.71908683,-122.4313231,N/A,f,$300.00 
37.72266266,-122.4305233,N/A,f,$65.00 
37.72580705,-122.4038026,N/A,f,$40.00 
37.71897986,-122.4317438,100%,t,$135.00 
37.72823099,-122.4279078,N/A,f,"$1,785.00 "
37.7190022,-122.4390254,75%,t,$65.00 
